FID,RDNAME,RDNAME2,HWY_NUM,AADTT16,VOG_WGT,VOG16,SHAPE_Length
12532,Highway 401 E,Macdonald-Cartier Fwy E,401,4391,40596125,217838000,0.064615803231712
12533,Highway 401 E,Macdonald-Cartier Fwy E,401,3555,37793620,205187000,0.0726664513719147
12534, , ,405,1056,10029333,34453000,0.0162393056914764
12535,Highway 402 E, ,402,2967,27314148,122386000,0.0322912221566777
12536,Hwy 85 Collectors, ,85,3776,5202123,16800000,0.0046686987857238
12537,Tc Hwy, ,417,445,4957282,20515000,0.0172870513740264
12538,Ramp, ,7,0,0,0,0.00214301748959936
12539,Hwy 7, ,7,1842,7692825,26399000,0.00453873166066261
12540,Hwy 85 Collectors, ,85,1696,6946461,20652000,0.00419388841664475
12541,Hwy 85 Collectors, ,85,4451,5450615,17575000,0.00197283475110269
12542,Hwy 85 Collectors, ,85,3955,5748263,20288000,0.00431854025967435
12543,Highway 401 W,Macdonald-Cartier Fwy W,401,4771,44623779,180090000,0.107235680618662
12544,Tc Hwy W,King's Highway 417 W,417,5532,9335549,48202000,0.00688185907419451
12545,Highway 85 S,Conestoga Pky S,85,4483,5373402,19273000,0.00441799317519095
12546,Tc Hwy E, ,417,894,5043310,14187000,0.00679459188565844
12547,Highway 400 N, ,400,4261,32786864,101900000,0.0247235304624447
12548,Highway 401 Expy,Macdonald-Cartier Fwy W,401,9951,56848959,213711000,0.0322526423461135
12549,Highway 401 Collector,Macdonald-Cartier Fwy W,401,9201,56610356,213508000,0.00790136950488835
12550,Highway 8 E,King St Bypass,8,3162,20018057,47351000,0.00513078888984902
12551,Highway 401 Expy,Macdonald-Cartier Fwy E,401,18567,65940021,245912000,0.0131075855182057
12552,Highway 400, ,400,15,9130906,40712000,0.0209145971811306
12553,Highway 401 W,Macdonald-Cartier Fwy W,401,3653,32768836,159741000,0.0781707870427169
12554,Highway 401 W,Macdonald-Cartier Fwy W,401,7186,46947270,194307000,0.0386497675796566
12555,Highway 401 W,Macdonald-Cartier Fwy W,401,10798,61109010,228085000,0.0856270578787973
12556,Highway 401 E,Macdonald-Cartier Fwy E,401,7585,58430515,270941000,0.0317474604778276
12557,Highway 401 E,Macdonald-Cartier Fwy E,401,7965,55594467,269870000,0.0100008279345019
12558,Highway 401 E,Macdonald-Cartier Fwy E,401,7961,55506627,269399000,0.0025433723301404
12559,Highway 401 W,Macdonald-Cartier Fwy W,401,7886,55624611,204926000,0.0168944857211935
12560,Highway 401 E,Macdonald-Cartier Fwy E,401,10672,77087481,311084000,0.0806295165288188
12561,Highway 401 E,Macdonald-Cartier Fwy E,401,7694,56209099,266804000,0.136251676822716
12562,Highway 401 W,Macdonald-Cartier Fwy W,401,6474,47103713,194351000,0.117864679850491
12563,Highway 401 W,Macdonald-Cartier Fwy W,401,11220,60496287,219734000,0.0345514744424008
12564,Highway 401 W,Macdonald-Cartier Fwy W,401,7227,49307946,199277000,0.0429259887404769
12565,HIGHWAY 401 TO HIGHWAY 401 COLLECTOR, ,401,11499,68095221,243572000,0.0108645272602736
12566,Highway  402, ,402,2426,22336311,71143000,0.0106513475599811
12567,Highway 85 S,Conestoga Pky S,85,1842,7692825,26399000,0.0206948345863098
12568,Highway 85 N,Conestoga Pky N,85,3776,5202123,16800000,0.0179517503174994
12569, , ,400,5823,24185700,67440000,0.00640202134725896
12570,Highway 401 Collector,Macdonald-Cartier Fwy W,401,12366,62866935,267482000,0.0125026389421114
12571,Highway 401, ,401,17163,63712907,233556000,0.00818430924471496
12572,Highway 400, ,400,481,9581038,42023000,0.0307223745273026
12573,Highway 401 E,Macdonald-Cartier Fwy E,401,8048,72840865,343515000,0.0753739978716007
12574,Regional Road 7 E, ,7,0,0,0,0.0100205125788348
12575,Highway 402 E, ,402,2544,23869453,121536000,0.0161815758010895
12576,Highway 401 E,Macdonald-Cartier Fwy E,401,7585,58430515,270941000,0.00713240272627659
12577,Highway 401 Collector,Macdonald-Cartier Fwy W,401,12783,63924471,270184000,0.0141189097793567
12578,Highway 401 E,Macdonald-Cartier Fwy E,401,10410,84902355,293726000,0.00944779242711587
12579,Highway 400 N, ,400,3214,29390932,96056000,0.0060348988241173
12580,Highway 400, ,400,930,9581038,42023000,0.0683323240235294
12581,Highway 401 Expy,Macdonald-Cartier Fwy W,401,17183,54298231,174268000,0.0196639573708612
12582,Highway 401 Expy,Macdonald-Cartier Fwy E,401,11560,68147073,244844000,0.0333674788986283
12583,Highway 115 N, ,115,1193,5199500,12946000,0.050560249885218
12584,Highway 401 E,Macdonald-Cartier Fwy E,401,7961,55506627,269399000,0.00254989025842435
12585,Highway 85 N,Conestoga Pky N,85,3667,4789908,14228000,0.00577187901945422
12586,Highway 401 E,Macdonald-Cartier Fwy E,401,4614,40516963,217546000,0.0577770500337791
12587,Highway 402 W, ,402,2823,21691967,65629000,0.140180370597421
12588,Highway 400 N, ,400,793,9515359,42266000,0.0325722224831121
12589,Highway 401 E,Macdonald-Cartier Fwy E,401,3646,36329148,191344000,0.00614058279885659
12590,Highway 401 E,Macdonald-Cartier Fwy E,401,4297,39077582,208735000,0.0495965316343022
12591,Highway 403 E, ,403,5355,30031447,95507000,0.0147107347719749
12592,Highway 401 W,Macdonald-Cartier Fwy W,401,4710,34855308,161890000,0.090982239072226
12593,Highway 401 W,Macdonald-Cartier Fwy W,401,4710,34855308,161890000,0.00871953103317078
12594,Highway 401 W,Macdonald-Cartier Fwy W,401,4819,34221819,142727000,0.127195354985378
12595,Highway 401 W,Macdonald-Cartier Fwy W,401,8771,49291833,195998000,0.00468011076912088
12596,Highway 400 S, ,400,2409,25743044,47477000,0.018699475132636
12597,Highway 401 W,Macdonald-Cartier Fwy W,401,4449,34216915,144025000,0.0687609265236944
12598,HIGHWAY 401 TO HIGHWAY 401 COLLECTOR, ,401,12025,63055914,268298000,0.00492026571496088
12599,Highway 401 E,Macdonald-Cartier Fwy E,401,8990,71986584,347595000,0.0342497879318686
12600,Highway 401 E,Macdonald-Cartier Fwy E,401,7694,56209099,266804000,0.00743949786194128
12601,Highway 409 E, ,409,5376,13099909,64221000,0.00419459755344508
12602,Highway 401 E,Macdonald-Cartier Fwy E,401,2319,19877156,69615000,0.0155055100022126
12603,Highway 85 S,Hwy 86 S,85,3983,4968147,18993000,0.00379238625174907
12604,Highway 402 W, ,402,2574,21304973,64314000,0.0403667295091508
12605,Highway 403 W, ,403,2153,17090213,42247000,0.114856131011421
12606,Highway 400 S, ,400,3731,27244975,50906000,0.0224051364991912
12607,Highway 401 W,Macdonald-Cartier Fwy W,401,6475,47103713,194351000,0.00547971378985254
12608,Highway 400 S, ,400,5547,28680179,62771000,0.00143294692603603
12609,Highway 401 E,Macdonald-Cartier Fwy E,401,6918,56214893,266726000,0.120491939234799
12610,Highway 401 W,Macdonald-Cartier Fwy W,401,4773,32950782,143809000,0.123474119665997
12611,Highway 401 E,Macdonald-Cartier Fwy E,401,900,32912375,174238000,0.0200173628124833
12612,Highway 401 W,Macdonald-Cartier Fwy W,401,900,26520285,123445000,0.0240733487190729
12613,Highway 401 E,Macdonald-Cartier Fwy E,401,3639,36389045,191773000,0.072553304718894
12614,Highway 401 E,Macdonald-Cartier Fwy E,401,4475,40596125,217838000,0.091950638253487
12615,Highway 401 W,Macdonald-Cartier Fwy W,401,4636,32895642,143760000,0.0709984642868989
